window_title,quadrant
important: Microprocessors (GitHub),0
Habit Tracking refactoring,1
studying Machine Learning Practice,1
mastering Thesis Planning,1
immediate: Microprocessors (Canvas),0
following up Unplanned Meeting (Canvas Notifications),2
responding Chat Support (Canvas Notifications),2
time-sensitive: Project Proposal (VS Code),0
instant: documentation (StackOverflow),0
mastering Embedded Systems,1
Academic Preparation monitoring,1
thesis manuscript Reviewing on Packet Tracer [instant],0
priority: submission (Microsoft Word),0
Prototype Improvement refactoring,1
confirming Reschedule Notice,2
Social Media Message - Telegram,2
answering Inbox Review (Facebook),2
thesis manuscript Writing on VS Code [urgent],0
Simulating Thesis - rush,0
emergency: Database Management (Proteus),0
documentation Troubleshooting on Packet Tracer [accelerated],0
reviewing Study Session,1
Technical Documentation Compiling on Jupyter Notebook [deadline],0
Technical Documentation Testing on Google Docs [final],0
urgent: Algorithms (Canvas),0
reviewing quickly Inbox Review,2
reviewing quickly Faculty Notice,2
Compiling Technical Documentation - priority,0
Writing presentation slides - deadline,0
Technical Documentation Testing on StackOverflow [mandatory],0
following up Group Chat (WhatsApp),2
rescheduling Schedule Change (Canvas Notifications),2
monitoring Calendar Notification (Messenger),2
forwarding Routine Request (Canvas Notifications),2
reviewing Learning Python,1
project proposal Debugging on Jupyter Notebook [asap],0
approving Queue Monitoring (Canvas Notifications),2
simulation output Drafting on Excel [pressing],0
Troubleshooting Final Report - instant,0
preparing for Exam Review,1
urgent: final report (StackOverflow),0
Designing Logic Gates - mandatory,0
PostgreSQL refactoring,1
Designing Laboratory Exercise - important,0
following up Group Chat,2
outlining for Workflow Improvement,1
Testing presentation slides - important,0
updating Unplanned Meeting,2
organizing for Microprocessors,1
researching Capstone Project,1
Project Proposal Writing on Proteus [deadline],0
emergency: Technical Documentation (Microsoft Word),0
responding Group Chat,2
final: Database Management (Packet Tracer),0
outlining for Database Normalization,1
Designing final report - deadline,0
updating Notifications,2
Compiling source code - critical,0
rush: documentation (StackOverflow),0
replying Reminder Message (Google Meet),2
time-sensitive: Technical Documentation (Excel),0
organizing for Version Control Learning,1
outlining for Logic Gates,1
Logic Gates Coding on Packet Tracer [emergency],0
updating Minor Formatting Request (Slack),2
Inbox Review - Gmail,2
Minor Formatting Request - Messenger,2
Microprocessors Reviewing on VS Code [time-sensitive],0
asap: Capstone Project (Microsoft Word),0
Reviewing simulation output - time-sensitive,0
following up Non-Critical Ticket,2
Debugging 8086 Assembly - final,0
Testing Thesis - accelerated,0
final report Compiling on StackOverflow [critical],0
System Analysis Troubleshooting on Excel [mandatory],0
Team Mention - Outlook,2
critical: final report (Packet Tracer),0
Drafting thesis manuscript - immediate,0
outlining for Requirement Analysis,1
Optimization refactoring,1
emergency: submission (Excel),0
Formatting Algorithms - instant,0
replying Client Inquiry,2
Coding thesis manuscript - high-priority,0
attending Client Inquiry (Slack),2
checking Phone Call,2
high-priority: Circuit Simulation (Canvas),0
Writing thesis manuscript - pressing,0
Organizational Planning optimization,1
Messages - Slack,2
approving Non-Critical Ticket,2
project proposal Simulating on VS Code [high-priority],0
source code Reviewing on Jupyter Notebook [time-sensitive],0
source code Simulating on Microsoft Word [final],0
Research Notes refactoring,1
mastering UI/UX Improvement,1
DevOps Learning cleanup,1
checking Team Mention (Canvas Notifications),2
confirming Quick Call (Telegram),2
accelerated: Algorithms (Tinkercad),0
rescheduling Non-Critical Ticket (Discord),2
Testing submission - rush,0
Coding Circuit Simulation - instant,0
Strategic Planning cleanup,1
improving Software Design,1
Submitting documentation - critical,0
updating Non-Critical Ticket,2
Phone Call - Zoom,2
Announcement Review - Facebook,2
high-priority: Microprocessors (Tinkercad),0
strategizing for UI/UX Improvement,1
Portfolio Building monitoring,1
Calendar Notification - Facebook,2
instant: laboratory exercise (Microsoft Word),0
Simulating Circuit Simulation - mandatory,0
Research Review cleanup,1
Event Reminder - Slack,2
Data Structures Drafting on Canvas [accelerated],0
acknowledging Non-Critical Ticket,2
laboratory exercise Testing on Microsoft Word [instant],0
scheduling for Machine Learning Practice,1
confirming Unplanned Meeting (Microsoft Teams),2
responding Faculty Notice,2
immediate: Thesis (Tinkercad),0
Thesis Reviewing on Packet Tracer [urgent],0
Team Mention - Telegram,2
Coding Laboratory Exercise - asap,0
rescheduling Attendance Check (Canvas Notifications),2
Debugging documentation - asap,0
important: Circuit Simulation (Canvas),0
approving Non-Critical Ticket (WhatsApp),2
Compiling PostgreSQL - emergency,0
simulation output Writing on Jupyter Notebook [final],0
Chat Support - Google Meet,2
Event Reminder - Zoom,2
Coding Technical Documentation - urgent,0
time-sensitive: capstone revision (StackOverflow),0
Testing Database Management - urgent,0
approving Urgent Reply (Google Meet),2
Network Fundamentals refactoring,1
rescheduling Administrative Task (Gmail),2
Simulating source code - important,0
Thesis Designing on StackOverflow [priority],0
monitoring Messages (Discord),2
Simulating Technical Documentation - critical,0
Writing Embedded Systems - accelerated,0
Submitting project proposal - immediate,0
roadmap creation for Performance Optimization,1
researching Final Report,1
forwarding Minor Formatting Request,2
practicing Research Notes,1
rescheduling Notifications (Facebook),2
Reviewing 8086 Assembly - time-sensitive,0
Embedded Systems Simulating on StackOverflow [asap],0
following up Follow-Up Request (Outlook),2
Circuit Simulation monitoring,1
important: Final Report (Tinkercad),0
pressing: presentation slides (StackOverflow),0
Phone Call - Google Meet,2
rush: laboratory exercise (Canvas),0
high-priority: Project Proposal (VS Code),0
Algorithm Practice maintenance,1
rush: System Analysis (Proteus),0
Learning Embedded Systems refactoring,1
PostgreSQL Drafting on GitHub [emergency],0
scheduling for Prototype Improvement,1
Git Practice refactoring,1
Reviewing Database Management - instant,0
Logic Gates Designing on Canvas [asap],0
replying Email Replies,2
following up Unplanned Meeting (Slack),2
Writing Data Structures - final,0
thesis manuscript Compiling on Excel [urgent],0
updating Verification Request (Zoom),2
following up Team Mention (Google Meet),2
Drafting Logic Gates - important,0
rescheduling Messenger Chat (WhatsApp),2
organizing for Knowledge Review,1
responding Unplanned Meeting (Canvas Notifications),2
Formatting Logic Gates - emergency,0
Submitting source code - accelerated,0
planning for Reading Materials,1
Debugging Laboratory Exercise - priority,0
urgent: Logic Gates (StackOverflow),0
planning for Academic Preparation,1
Formatting System Analysis - critical,0
Research Review preventive review,1
studying Clean Code Practice,1
deadline: submission (Proteus),0
Testing documentation - final,0
Announcement Review - Telegram,2
forwarding Reminder Message,2
Team Mention - Zoom,2
following up Messenger Chat (Canvas Notifications),2
Inbox Review - Microsoft Teams,2
PostgreSQL Troubleshooting on Excel [priority],0
Reviewing Laboratory Exercise - accelerated,0
roadmap creation for Cloud Fundamentals,1
priority: Technical Documentation (GitHub),0
strategizing for Final Report,1
emergency: Laboratory Exercise (Tinkercad),0
Troubleshooting System Analysis - urgent,0
accelerated: Laboratory Exercise (Proteus),0
strategizing for Cloud Fundamentals,1
following up Discord Ping,2
System Analysis Reviewing on VS Code [urgent],0
mastering Circuit Simulation,1
important: System Analysis (Microsoft Word),0
laboratory exercise Submitting on Tinkercad [high-priority],0
Clean Code Practice maintenance,1
deadline: simulation output (Microsoft Word),0
Logic Gates Writing on StackOverflow [instant],0
Formatting source code - pressing,0
Microprocessors Coding on Proteus [time-sensitive],0
priority: System Analysis (GitHub),0
Study Session refactoring,1
Reviewing final report - pressing,0
forwarding Reschedule Notice (WhatsApp),2
Goal Setting refactoring,1
roadmap creation for Design Planning,1
presentation slides Troubleshooting on Packet Tracer [rush],0
mastering Career Development,1
studying Capstone Project,1
simulation output Submitting on Tinkercad [rush],0
forwarding Announcement Review,2
scheduling for Final Report,1
replying Verification Request,2
Debugging PostgreSQL - asap,0
Submitting Thesis - high-priority,0
thesis manuscript Troubleshooting on VS Code [critical],0
Submitting submission - critical,0
Simulating documentation - high-priority,0
Compiling capstone revision - mandatory,0
reviewing Data Structure Practice,1
learning Data Structures,1
answering Minor Revision,2
Version Control Learning cleanup,1
Compiling Laboratory Exercise - final,0
researching Strategic Planning,1
Writing capstone revision - important,0
studying Reading Materials,1
following up Reminder Message,2
Capstone Project Designing on Jupyter Notebook [rush],0
Designing Data Structures - high-priority,0
thesis manuscript Writing on Canvas [deadline],0
preparing for Design Patterns,1
attending Unplanned Meeting (Microsoft Teams),2
responding Messages,2
replying Queue Monitoring,2
Goal Setting backup management,1
critical: System Analysis (Proteus),0
organizing for Embedded Systems,1
monitoring Chat Support,2
Project Proposal Designing on Google Docs [priority],0
Announcement Review - WhatsApp,2
Thesis Submitting on Google Docs [high-priority],0
Debugging submission - mandatory,0
urgent: Thesis (Google Docs),0
time-sensitive: capstone revision (Jupyter Notebook),0
developing Habit Tracking,1
Classroom Announcement - Facebook,2
Status Update - WhatsApp,2
forwarding Calendar Notification (Microsoft Teams),2
Cybersecurity Learning preventive review,1
emergency: Technical Documentation (Proteus),0
time-sensitive: project proposal (StackOverflow),0
Messenger Chat - Slack,2
following up Calendar Notification,2
Discord Ping - Slack,2
final report Compiling on Google Docs [critical],0
forwarding Follow-Up Request,2
planning for Goal Setting,1
reviewing quickly Client Inquiry,2
simulation output Drafting on Canvas [important],0
updating Team Mention (Facebook),2
Optimization cleanup,1
approving Queue Monitoring (Outlook),2
capstone revision Compiling on Packet Tracer [emergency],0
Clarification Request - WhatsApp,2
Logic Gates Testing on Packet Tracer [time-sensitive],0
developing Capstone Project,1
mandatory: Laboratory Exercise (Google Docs),0
Capstone Project Coding on Proteus [final],0
deadline: documentation (Canvas),0
submission Submitting on VS Code [high-priority],0
checking Announcement Review (Outlook),2
learning Knowledge Review,1
planning for Learning Python,1
forwarding Schedule Change (Telegram),2
priority: final report (VS Code),0
asap: Circuit Simulation (Jupyter Notebook),0
Notifications - Slack,2
responding Follow-Up Request (Messenger),2
urgent: thesis manuscript (Jupyter Notebook),0
Reviewing simulation output - urgent,0
final report Testing on Tinkercad [priority],0
Formatting source code - urgent,0
Troubleshooting Database Management - high-priority,0
acknowledging Technical Support Request (Discord),2
mastering Data Structures,1
urgent: Logic Gates (Packet Tracer),0
Formatting Algorithms - pressing,0
asap: documentation (Jupyter Notebook),0
Thesis Simulating on Proteus [asap],0
Reschedule Notice - Facebook,2
outlining for Academic Preparation,1
Team Mention - Microsoft Teams,2
urgent: thesis manuscript (Packet Tracer),0
submission Troubleshooting on Proteus [high-priority],0
